,A1CF,BOLL,CELF1,CNOT4,CPEB1,DAZ3,DAZAP1,EIF4G2,ELAVL4,ESRP1,EWSR1,FUBP1,FUBP3,FUS,HNRNPA0,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPCL1,HNRNPD,HNRNPDL,HNRNPF,HNRNPH2,HNRNPK,HNRNPL,IGF2BP1,IGF2BP2,ILF2,KHDRBS2,KHDRBS3,KHSRP,MBNL1,MSI1,NOVA1,NUPL2,PABPN1L,PCBP1,PCBP2,PCBP4,PRR3,PTBP3,PUF60,PUM1,RALY,RBFOX2,RBFOX3,RBM15B,RBM22,RBM23,RBM24,RBM25,RBM4,RBM41,RBM45,RBM47,RBM4B,RBM6,RBMS2,RBMS3,RC3H1,SF1,SFPQ,SNRPA,SRSF10,SRSF11,SRSF2,SRSF4,SRSF5,SRSF8,SRSF9,TAF15,TARDBP,TIA1,TRA2A,TRNAU1AP,UNK,ZCRB1,ZFP36,ZNF326
EWSR1,0.17696229382700798,0.013186874516584162,0.0821039071984667,-0.10593994220474183,0.06432900258585283,0.04471087784922253,0.08907176344648522,-0.10616138663756267,0.1267748798710828,-0.06859552381514919,-1.0,0.08897482109972006,0.2220258652230713,-0.062187777270333415,0.1938795303722874,-0.030042817821078475,-0.03247017756952125,0.15096063299398443,0.1467690993116686,0.24113415179921852,0.08787478814721411,-0.0072091014757736235,-0.08462041281248228,-0.07627454861494669,0.04814301875048258,0.04061973350386651,-0.0009846186458579334,-0.0640267634682057,0.14012725484919566,0.10640719036657649,-0.0976593781087275,-0.07448829143693185,0.1790117528042086,0.013704078647394724,0.13638641885727598,0.06318520087670634,0.006016098597805395,-0.02975797723498371,-0.02691503269448625,0.16950275220851044,0.11125966100428152,-0.001344732612159668,0.08210569938599382,0.14670393158365058,0.009331942995278997,0.03838418320150302,0.1692218627268621,-0.1745808425740997,0.017112799061168554,0.0388594694361935,-0.07756292633986892,-0.07990521547296288,-0.05923986395239433,0.05184785075631155,0.23223546829464706,-0.06798475964305507,0.0009492351708587514,0.19368840151212058,0.16188601876801476,0.11276031052587103,0.04049125678568839,-0.050118128642183554,-0.016499940432407413,-0.061836128405978935,-0.026360042578730192,-0.01472811389038929,-0.036117527387397395,-0.150198875581562,0.1083531765833259,-0.11033455244112032,0.05726308582561876,-0.030118488274360145,0.09222768069228965,0.05675134631972885,0.16236713479477963,0.20471812485872845,0.005768831054200511,0.27234742567108006,-0.08036632708320586
FUBP1,0.16862383404125647,0.006071128540465625,0.12921831673355483,-0.05534833404615726,-0.037880456836912095,0.08394430536549699,0.03560249937308434,-0.08840676365419296,-0.02357261400766406,0.0035724552524182044,-0.02680073704807457,-1.0,0.05597670349088559,-0.007231615497938194,0.11066009732466203,0.06075370353220105,-0.03806579351509839,-0.0454517067178661,-0.04081966153845213,0.15993826272109327,-0.019183437405339912,-0.028522147142842343,0.11901974767126768,0.029675939192151314,-1.4411887281666242e-05,0.08975372383657537,0.0802016561732481,-0.04610105241527986,0.04648515287746367,0.06845725783283606,-0.060991403166937984,-0.12946965293679435,0.08411523672090886,-0.004787351834619974,0.10289609903262589,-0.006936167500658358,-0.10962533598019644,-0.11228315484229896,-0.010163996442302876,0.05393469456484356,0.05659221037983608,0.05416864911963467,0.07675609266788505,0.0058161665950651744,0.11482052336312921,0.05070736577889636,0.21166833883445033,-0.19470225438736835,0.05344191392386402,0.0047027023596864816,-0.015445171512187484,-0.04623163423029475,0.0021825976668645715,0.11015805314299147,0.20413508166882668,-0.010925453991604857,0.049950519124428445,0.11203033099427306,-0.012520573143796117,0.0025425984842732496,-0.09272783824100303,-0.030249744068461103,-0.003977219502158651,-0.08332673426315047,0.02729733018070052,-0.004166353090925005,0.011529943674513517,-0.1124738665657965,0.07673321687874612,-0.01044754538496993,0.07549491333977683,0.01635335770891137,-0.019025375642715076,0.046598502680569504,0.0034863269639378836,0.08892783466604992,-0.04512725022407092,-0.022595596336897554,0.00807862127059629
FUBP3,0.7029733997202184,0.22293107424949393,0.659110591517119,-0.4749252081625998,0.22367363484801125,0.3054974797708415,0.5325449995004089,-0.3508067411494953,0.16588319552115738,-0.1150796777609736,-0.34553071819593617,0.33607859337867485,-1.0,-0.21709472860086743,0.4916508113376518,-0.12247668761194191,-0.12325570978354536,-0.0009419703498819395,0.02270815083396867,0.6212016075959431,0.4575046639583172,-0.14561107826333414,-0.26586681087015,-0.4040789571524214,0.35660133771372055,0.019444029709996858,0.39320126256754945,-0.12861111983270265,0.3649573970704843,0.2953693477500119,0.057599943679139905,-0.06159268452155102,0.7506090689155315,0.14446893324834437,0.32478833168386106,0.12914616639323306,-0.4694383236539633,-0.2952629510384123,-0.06960689184592475,0.2059900140136393,0.5028568873058552,0.1507576263193167,0.4920022069279453,0.1324566344374101,0.14176187986640673,0.10284144416302696,0.705904650364969,0.080598096392013,-0.01268021451478634,0.2928156349680345,-0.3086842403868785,-0.38612844214498365,-0.24618789770215552,-0.1575587377815117,0.9316372274790018,-0.4284596839856862,-0.23473177536552361,0.8157024496936854,0.7644728630497869,0.4199567959463639,0.33124224895271903,-0.04612315191818694,-0.03481602665957662,-0.27605788423880906,-0.04262980808509752,-0.038846001512176806,-0.30817722679697884,-0.3120728310382502,-7.371966231399316e-05,-0.3691410262386346,-0.041645591256389475,0.0181355057640562,0.3419861649833781,0.2119870601991406,0.2589622022815632,0.9214846991763103,0.09121531206853495,0.1593839435909437,-0.22863208674130253
FUS,0.10494517243872417,0.038541391558743046,0.07865007337310981,0.05819402469445452,-0.047644185727975095,0.07360570593638778,-0.07686049644968618,0.012666568597153895,0.013989647625895506,-0.06974630054760217,0.11806684764754362,0.13048522067963841,0.06353940515967382,-1.0,0.08862898486616375,0.0357739357335355,0.010657950608831507,0.011261162588863075,0.23547472570967123,0.08505773946500259,-0.03772966103736719,-0.08340271111986228,0.1156671331186275,0.018280500166888532,-0.031191494717202107,0.05930000299181807,-0.008675008086629328,-0.015120497624357321,-0.03714696827939688,0.12884976950276517,-0.006753999951261954,0.006895901778866941,0.026491264345703765,0.01730549800129195,0.07634090567802954,-0.05854294988273527,0.3783554733414505,0.04440050360022192,0.022342839624529324,0.07412239881958797,-0.008644986585245141,-0.0034955938804891356,-0.0017936094582542655,0.08456326675771998,0.0630126318900482,0.011985568260492279,0.13203737973362994,-0.25433882619547893,0.0527032857026176,0.060883880499301136,-0.006150534719519068,-0.021584438473183226,-0.04738204132147622,0.04520275307801143,0.04774700439830873,0.08030780534250594,0.08243025469539061,0.06198530107053547,-0.006718066486532363,0.08440128448237097,0.0633460214779839,0.014841835602577166,-0.030996412944045038,0.05189205063069072,0.0344876451849377,0.043310284227648724,0.052707253338879476,-0.12540258713813635,0.11803000891673143,0.012283088381520209,0.06556264341051272,-0.004161581132236015,-0.024381828715791858,-0.011979606810069099,0.03657029834300278,-0.08329947109028232,-0.05950174143276627,0.20022556067229946,0.04595984833283581
HNRNPA0,-0.1498049218708052,-0.07580939658092412,-0.1599493353637306,0.22267369460057437,0.022700346818113667,-0.0447730312494736,-0.1463322604653406,0.05599525967834178,0.0017486284043755325,0.0013153041124236385,0.1779204452136176,-0.10151866941759308,-0.016477533815098255,0.04378545185739505,-1.0,0.05293381591342981,0.04252817433226016,0.03221532726230336,0.1326709070631694,-0.10060110225751075,-0.12553288654042496,0.0006765560781166607,0.06957201618941182,0.05623818585675886,-0.03721313870212799,0.06662350936356864,-0.21028778084774433,0.029041122545555704,-0.08008296298087789,0.07698300534530086,-0.129288339362943,-0.059090402006368274,-0.09990162355064226,-0.10315358501413088,0.04553474981725852,-0.040599383508923594,-0.01459829779860494,0.04872466877392472,0.0036977505971149916,-0.18201217843494166,-0.06349575660242475,-0.03458459476517818,-0.17847366941977413,0.05443149553052679,0.1034518730587723,-0.03266309116516204,0.06473255824054774,-0.11107070288749027,0.050278938230035666,-0.08109594223229699,0.1335004703814206,0.08267841562621209,0.03498218344508369,0.11661342638182752,-0.06670765138221739,0.0943454278252617,0.06214749456213755,-0.12555484262007496,-0.12303731556030756,-0.09837132139459433,-0.18839837432091935,-0.07609202187870906,-0.07973452166921252,0.044930021001900085,0.011834764783009233,0.011526467139018703,0.05998550651176278,0.111888133586666,0.11921326144987886,0.04822375525742524,0.03403942231066974,-0.04436894263001791,-0.1425779075446268,-0.06688770454335699,-0.0841238933654224,0.02735712819350624,-0.10153026803217635,0.25840618336927956,0.03568698372196315
HNRNPA1,-0.01576691781072103,0.03884780094822868,-0.10881488618114744,0.024989850665363997,-0.0017666020639000592,0.05817297556588421,0.031164490567629103,0.006284874541290607,0.0954595566004302,-0.0015381069958160139,0.04633401382405294,0.006353885463859694,0.07707952640936193,0.012482999675040284,-0.03062345526084628,-1.0,-0.024792940453244625,-0.011764798346692801,0.05155518351673814,-0.06304099118794244,-0.09643202599703449,0.03280403602057496,0.08274212106355307,0.021306774175464123,0.08312326661074451,-0.01057221500807694,-0.08775213820171593,0.0013737556953661132,0.028033374603075086,0.09881911100710344,-0.07586088835413694,-0.13244864345433952,-0.1083582017027231,0.0028340488678398404,0.12629621357168225,0.0025949534899372883,-0.1555733538963419,0.0021629415092529252,-0.07652908639237473,-0.03807287236011082,-0.015473651862905722,-0.003800305745304943,-0.16088950266971952,0.06790344105369753,0.036821750238708456,0.0680997973561748,0.042881874614630396,-0.22979547481909363,0.10757918347725973,-0.010827975437398168,0.05786309229421907,0.01722237506318736,0.011647661790460801,0.19637074639834523,0.09669537114424707,-0.03794418477663692,0.029529432356368332,-0.04340032098517009,-0.015484580143742733,-0.01757870807754365,-0.0979047147247138,-0.03678113821607174,0.030316031805031823,0.027041569590181676,0.00903597055275525,0.04579673924205238,-0.0003852211044822517,0.0704394344245582,0.12179873749851808,-0.017548666141734243,-0.10539196549074575,0.06504088346903819,-0.03761659359881743,0.008902737768011272,-0.07045167001722327,0.17741160961256888,0.03155204883087185,0.15756068042832394,-0.033480204725624
HNRNPA2B1,-0.057040331057852584,0.01501866584036481,-0.03756034280409019,0.07870609033276468,0.11407218387468737,0.07700228209026701,0.03447251609136521,-0.04496550164335664,0.029702341339142638,-0.02737642407412983,0.16776113327238043,0.04844261250738997,0.09609360882187497,0.03264620328969829,-0.0066142833455400596,0.055515500423421314,-1.0,-0.04599037688733459,0.12349055517048663,0.0055411483639482475,-0.06119039623300877,-0.016946103592759422,0.10405577870856551,-0.05318567904561286,0.11545280186198414,0.028784850364987933,-0.013095714341820261,0.017500900293806375,0.05315873846793148,0.09958094342730171,-0.03318692980569091,-0.22434118521539892,-0.05055195006572843,0.028951781817916026,0.12182693592382896,0.08425302895479135,-0.09281095860210867,0.06487410390193614,-0.0007777572278497958,-0.018251468941337112,0.11841668952036437,0.04213939575384173,-0.08390474415947537,0.010530378550044597,-0.007897400450946378,-0.05696645868444502,0.0636697257158212,-0.007059495285580208,-0.030267778089084322,0.08122634543459761,0.07190489727666402,-0.006132894224666609,0.003301101094042942,0.11225095298280617,0.02403211339422395,0.005478144119329043,-0.041640666780397954,0.057992023253842694,0.06467693375180333,0.1425270325212973,-0.21675040271039864,-0.072100515269643,0.06956234808746374,0.10103677845892392,0.02204984246740974,0.0062989144118027205,0.021019892009958695,0.11435191002986259,0.08943375171655953,-0.008619404670165727,-0.040287985775333865,-0.0030736752802727786,-0.058114586706428446,-0.01556177623029934,0.02185425898496685,0.1292914291125003,0.013245116730159509,-0.08236943639164965,-0.010115047172384952
HNRNPC,0.2379835293342078,0.05557744369298107,0.1354366988452349,-0.1307756889785235,0.04936597510537579,0.0967348555162067,0.11936225358038961,-0.15383128414168942,0.18950888771241975,-0.04938440607201866,0.011147330364779589,0.07331046207946819,0.13765671346107253,-0.04182326388983778,0.17616446410077885,0.007767234453808917,-0.07781640411239646,-1.0,0.08493684643225446,0.2891954243326122,0.09053520858208162,-0.044839670629907784,0.003795439773063495,-0.11672791261861477,0.1337731019818126,0.031819620424054965,0.0910464946169469,0.0007978923503461253,0.047892045728377595,-0.01180702688265184,-0.07632407168034543,-0.052459564303222066,0.24637581366525418,0.04093518867641535,0.09541818429844842,0.10530689410608642,-0.06019704443445044,-0.0684445925965663,-0.07613269538210912,0.1539933213588523,0.16668860069059455,0.09000710492837241,0.06394823649011999,0.13626363272703923,0.04417717412463466,0.022669060921738805,0.33158614516903645,-0.06288494437142401,0.005002030964511454,0.05655752318852641,-0.042374725570181855,-0.11860672127570594,-0.060703756212790554,-0.08785534853546739,0.28540741201823133,-0.08749359143152301,-0.015756666097098682,0.222362545283482,0.07659077458192111,0.03203952070237507,0.10488656959181475,-0.050861855970871485,-0.06716806829651148,-0.04055494088751729,-0.06907745111763874,-0.05057920373803815,-0.021019085894740195,-0.13979573078531787,-0.0061197632081049684,-0.10396444132297548,0.0047866446911743405,0.031054807505778135,0.12947344149460494,0.055712094352379726,0.11294533199789819,0.07176627394830654,0.05409621242328684,0.09217261769948303,-0.07180431382911891
HNRNPCL1,0.2797805938137097,0.10399146506467925,0.27161771758618014,-0.18041251709139738,0.10583436169615897,0.2163595570301829,0.30504539477250353,-0.19288108280052332,0.04575876295698637,-0.13684908369473384,-0.2521884117949313,0.19394049808286565,0.16911933203126525,-0.09102713517106005,0.19622327363514738,-0.09685782284623864,-0.054637102978236304,0.0190093937365802,-1.0,0.24358794722852456,0.1638489443850662,-0.13024125462655892,-0.14425992782326652,-0.23179874531476372,0.10105894052376248,-0.04598995146457277,0.40453700791316294,-0.07711743965807347,0.21937936894147922,0.07909575670131042,-0.0030607140303886707,-0.13730901596655634,0.2622292546790374,0.17358916840265018,0.1309010246022268,-0.15243766938162534,-0.1837355574730008,-0.0523411336663112,-0.006197324271590615,0.14425000111638536,0.20421283275182847,0.06443704839876112,0.09754397871613453,0.06795038562896204,0.056434236336690355,0.057851933990337535,0.2770238114408321,0.050092297835416154,0.019323544994689412,0.17650130051569923,-0.13353858795212184,-0.20580415043998382,-0.13521523491962573,-0.031127349177558692,0.3693784215588119,-0.24159375348706974,-0.15889286797164623,0.38702290797236627,0.3247832027026443,0.29273282695900354,0.06677412537652716,-0.01185484369220058,-0.06887412734050898,-0.05100722775706579,0.023050532540520068,-0.004152430675848875,-0.14100668374636158,-0.15654106328927625,0.10056079337545794,-0.16619071408457148,-0.07023298116310832,0.015826976135401776,0.08428126089719444,0.057147337583073644,0.18971539607399726,0.46471309016650614,0.11156030690691936,0.17910739253276942,-0.10969262449723306
HNRNPD,0.26141802989874413,0.19241472830313405,0.16249218252874548,-0.18326505295805542,0.06038292810399193,0.3060305609336352,0.42239810882969986,-0.22175340939758093,0.10864004360924953,-0.11054753186715144,-0.09893590929060814,0.1763209381636553,0.21698591994427843,-0.06360578010224799,0.21251214600373447,-0.03825263712687655,-0.044114963014019556,0.06522517279736162,0.07074028278439047,-1.0,0.25111815922860986,-0.0916880800354355,-0.18249575001698967,-0.23254743865363792,0.23733445361280284,-0.013957746649889618,0.11404752920620663,-0.04594175653743406,0.34553229773170135,0.2074697799069551,0.11806221822270054,-0.09830344875475111,0.2871251681950139,0.017940084722212642,0.16831908119994607,-0.12989041482040317,-0.2918207507555385,-0.1458584576138811,-0.06878337156885442,0.09532024642639399,0.30545029247673255,0.026481230665133516,0.061459776395834366,-0.011785942330279497,0.07082460008745292,0.06423568213501543,0.21722573065672449,0.1869951979000625,0.03291710086551557,0.16523246682459836,-0.17157830503657495,-0.1893814429028833,-0.051889252684173444,0.05916928840426481,0.44451822792803375,-0.20369289292442525,-0.22473974095294377,0.357752510837519,0.3599783887687431,0.25793221740231886,0.3139537193624046,-0.046187520176916706,-0.053764498932880954,-0.14920257268005774,-0.04603298262809815,-0.08339433853182458,-0.13311240540227942,-0.05731430534794509,0.037781626434707366,-0.22445555262286135,-0.120168584991557,-0.022093570597752688,0.1395843482305957,0.09337030034765102,0.07159552052380203,0.5817561120092103,0.21705273618283477,0.294914776536464,-0.0728226156769117
HNRNPDL,0.1756770800778924,0.043453445245506234,-0.00049301676617269,-0.08282433144194666,-0.033179204610681294,0.122632279837298,0.27306558735202535,-0.16481342663071086,0.016913544029995266,-0.029711299999282046,-0.05427236318497693,0.13739754364567175,0.12787183182617876,-0.07839284706493051,0.06366289802044184,-0.08548136391278337,0.00037820293012728277,-0.0567921126735094,-0.0348686048820091,0.31058500932057354,-1.0,-0.023689259661405962,-0.04931230817726804,-0.09523943186597071,0.051121959513637,0.07971684327070906,0.0033462126246515175,-0.03454592679078422,0.0836839784463822,0.23937237856291627,0.06926548645997599,-0.1333575513060391,0.026051521976827974,-0.10442985725825893,0.17572607493769746,-0.06005544198081885,-0.11937015032458168,-0.10475370567221216,0.04193048513673639,0.003911878349110861,0.15689664078935817,-0.07200654081243228,-0.04007790340718861,-0.07756766203609151,0.13346895006540066,0.08469150444992397,0.14757483312012276,-0.19561399533300178,0.08785490515096385,0.040627711261922474,-0.0381906331562233,-0.0863476843904973,0.01639426764721676,0.030714612739468676,0.2889594131043619,-0.16561944629903097,-0.009886427494092544,0.21949405002894484,0.059314661576002875,0.10347850374303694,0.03769168946009692,-0.1753139594573637,-0.060328692877763726,-0.05654675993566059,0.021049903655195566,0.026031332891678208,-0.09391389762052031,-0.12957098818207846,0.06838175952556712,-0.06214934305347034,-0.04803575587424611,0.03333289847939961,-0.011071978333608033,0.08442180086849113,-0.00027483028472165304,0.28128416912701076,0.07136187972471325,0.32422597596105623,-0.046456436712516716
HNRNPF,0.31420937883801764,0.05525661303101545,0.21274650779333396,-0.1745613405439675,0.24881916051041145,0.16548061833805686,0.2688288065756588,-0.08876885229307405,0.12418663929868361,-0.04878408080261652,-0.13875900162760205,0.15580402511960648,0.29784778050044713,-0.10235120623787371,0.31354173329332896,-0.1478603231705215,-0.10509669863018853,0.13493657964983827,0.10018404671651378,0.38931069197662777,0.10083252729422398,-1.0,-0.03017578345812315,-0.21269644146505398,0.14044125562499946,-0.12820951230531036,0.34638185889489054,-0.046746679410829876,0.2705194522577051,0.168460515868408,-0.14036172015859918,-0.06117130885239235,0.5820159296743003,0.07064981766849777,0.14945987775715408,0.08332486134363075,-0.1293388651232708,-0.07111099377389227,-0.053422067851858386,0.16621605498509132,0.09136762826179555,0.12223080182837058,0.3311673697592138,0.14758653686872156,0.15650706676541218,0.14733997794271483,0.43644163051550694,-0.30498060814861944,-0.09382335752380748,0.1073469946539281,-0.0984064261128904,-0.06906094148118262,-0.12894438321694643,-0.05408105084901741,0.6069465771787012,-0.14407986340025974,-0.14867270513336023,0.5311300181236338,0.34065924001221193,0.2924319538360398,0.32660117198633815,0.06885387937895321,0.006331813432277307,-0.10795442993690366,-0.10776236898962165,-0.08843235452061056,-0.1585172286052022,-0.26242844751935623,-0.0120847599176798,-0.23108327041221927,-0.00485658784223101,0.021035795233974884,0.18247535724921024,0.034871033963365605,0.14841557311983,0.6352439776300938,-0.052601662788004544,0.24770251848363362,-0.05980715305852421
HNRNPH2,-0.06819784587905657,-0.010460641417535204,-0.013971491220016657,-0.018666975027948715,0.0001586540917919169,0.025517114264121277,-0.025962025180555855,-0.020597499793279895,0.07041453959892584,-0.027944109861712974,-0.00869345577315292,0.08546761423315562,0.11615148836391208,-0.008757098388836766,0.017169326738768486,0.055833831515486536,0.045701197934800444,0.02738450556101606,0.1747258751854548,0.0671514534739929,-0.0999832354855361,0.05670874386396377,-1.0,-0.025547220689619465,-0.049692574413749684,-0.11082843204639728,-0.026733086953395737,0.06173898972301623,-0.0823888869191422,0.1741163132257992,-0.08052222345292236,-0.06514538264238773,-0.08213997385164663,-0.029389887411658475,0.08169081734671575,-0.08817775189308423,-0.03403880192843697,-0.02190159746123221,0.05708742263620407,0.041210899963118046,-0.005866618894300917,0.0033458228391216316,0.005621477548354138,0.03517891718375623,0.01846681776242045,0.060086736081996876,0.11174033299736057,-0.21672250869891743,0.05598947235538969,0.03264740064034753,0.10063712495360312,0.04893797439346951,-0.06575880071460853,0.1411391752718386,0.07555298194362126,-0.06364308688958413,0.022678063207288397,-0.03791540195380668,-0.016244031210624704,-0.022644537333062886,-0.1556892443844273,0.030993565161330578,-0.07770812718347744,0.045008762501769155,0.027368266931252317,-0.0123452156674013,0.013596500260299738,-0.05301102321760583,0.08019189656934349,-0.03342346596081669,0.0453221722596706,0.0322781692060491,-0.01865480573230978,0.005338606012381391,0.031861926499991276,-0.01030002573419522,-0.06502810118447416,0.1541610038123491,0.029237599517110732
HNRNPK,0.42261115010275724,0.1571377773312559,0.2290827942888368,-0.22058350004138466,0.16046393341874665,0.3098627847804538,0.5254865106349852,-0.16925580469784676,0.06323032450499115,-0.153689295973281,-0.19111255861474113,0.17175916922938536,0.25773883570195444,-0.1734387282748065,0.4016130584873091,-0.12084207177030114,-0.08189249952283009,0.12783997874251773,0.14937579850717284,0.4096349680873435,0.2302291339286435,-0.11153689225523088,-0.11580400964999207,-1.0,0.278331560442886,-0.019910806948795406,0.14341490113294647,-0.14329384072631143,0.3840193562197479,0.2751140700138196,-0.08965631215536624,-0.11850959496518593,0.438323838532386,0.20399939699650924,0.1803290394163951,0.07225310702233773,-0.25984366295472083,-0.10703251703621823,-0.05365930734011675,0.2079376425661257,0.28597299525467884,-0.01162150499125869,0.1972411005394467,0.12224866034841173,0.14899350477065096,-0.00438305024667295,0.4764214946261953,-0.11337976567994647,-0.03408226104463887,0.18276076403627947,-0.1355386806642019,-0.2093797129965146,-0.1354561256447223,-0.03555120729025585,0.635038499474435,-0.2567876971310972,-0.14201015351139867,0.6415977092228413,0.3934556071094297,0.37974156768272,0.3415319838518675,0.059699521593361476,0.056944030897035175,-0.09652520382335379,-0.02483762818335245,-0.04014131545056758,-0.14696115639379487,-0.1835729672989362,0.07971645700303176,-0.31227925642908116,-0.021944635951705906,-0.024256531334042538,0.1953793924191817,0.07409221511457376,0.17255904469511743,0.910930854076627,0.0960614672922762,0.12096747775695328,-0.147273738660293
HNRNPL,0.004463786326954795,0.07108787306546946,0.005377006488480503,0.006864006876629488,0.07519354638056526,0.020859512765459134,-0.025134894382236848,-0.05810974015103868,0.18849017366132573,-0.03598207754013722,0.1589556782610356,0.03986280369259328,0.04800172528244493,-0.016134633260723442,0.019500391828653194,-0.03489464544500294,0.007933772532145847,0.1473191181295269,0.17051154667526897,0.055468093780456515,-0.011072840890831269,-0.026920263192165877,0.03832794628209512,0.0013707619677253786,-1.0,-0.028605635263092014,0.07532931069357278,-0.01552890084557296,-0.02924550295932372,0.1141081592239979,-0.01594766035188243,-0.027098830505408282,-0.019949557555219086,-0.0451876229271319,0.1305032286344025,0.023657473948914477,0.012836397304191232,-0.02941013170548734,-0.027476794410528138,0.003531034320016558,0.04163391582986082,-0.004163357255148087,-0.11044441929823322,0.1575982060680893,0.12067575006628238,-0.08465907720478455,0.1488973935005633,-0.31839643234176357,0.07587438623160972,0.11262943618051977,0.03420754691534608,-0.07031816740733747,-0.059010212108882326,0.12347491233415685,0.09561571323956047,-0.03146940241848063,-0.023458894036816603,-0.10731148972766173,-0.056954715248871884,-0.011785123056670833,0.027674415996766805,-0.10388673314307359,-0.02550803809873254,0.05562541395245253,-0.01378618149665301,-0.008046758026844576,0.02992162565829811,0.044386491049763846,0.07217920143548433,-0.0016628414842189338,0.09433636608932693,-0.03141746022986325,0.09860122948135303,0.008604776654353928,0.07123506062128986,-0.10830624098753246,0.007305007631475876,0.2262384930985667,-0.05359717251962349
IGF2BP1,0.2730612088230982,0.07556489316830758,0.09820245363188627,-0.21355494444656903,0.28955599275304433,0.19923338838314647,0.20181626580517104,-0.13075117182670182,0.10868869649171116,-0.1057849659655644,-0.16974971846425133,0.1441572089379752,0.26144545545568004,-0.10694046051644843,0.23965130641318932,-0.0611024367581359,-0.08001481224142273,0.03666863687832893,0.2147223529590365,0.2604208210692336,0.2143130802082801,-0.09807179698966198,-0.12594611414287152,-0.19467164172590065,0.10746969820020445,-1.0,0.197351880295278,-0.005871626150723881,0.273907667779451,0.15052711089129975,0.0832107798632668,0.016106303385047684,0.2411785983322244,0.04857270988400907,0.25233462264261475,0.09290620071630816,-0.2908090831744332,-0.0197858467922344,0.022511058322590594,0.2037184327282727,0.17442918810873012,-0.06745643611153025,0.1996121524702154,0.1270038253450058,0.02241294401682028,0.11012451158875228,0.35737250055140724,-0.024550761962144774,0.040774476246625405,0.10730923587378295,-0.13585380788185245,-0.18618701982564242,-0.05831871514718712,0.009692791607604192,0.3976696377624802,-0.2173489641316994,-0.09638626146288125,0.23910357695956783,0.19411424448744238,0.25793192539940335,0.10518242965335499,-0.005966260828465233,-0.042212097877752354,-0.08657423228739228,-0.028540612237094184,0.01277602516174945,-0.14252110590066264,-0.1402689152551059,0.09351875935390935,-0.2073187590962264,0.08358777024985052,0.05728445845441827,0.16183613784457973,0.11682495320480178,0.16711360867831138,0.4532002048790433,0.13600820250672171,0.080692165759859,-0.11248353043657716
IGF2BP2,-0.09755146715905229,-0.1308319246688001,-0.17888071872225514,0.17396621311774282,-0.12379356461517596,-0.14847191486971129,-0.18365200317699454,0.011988189882963355,-0.016053536405957716,-0.017311646772385326,0.2371566512055606,-0.10844474511076904,-0.021778250531410748,0.13581295512787603,-0.10140959253701921,0.06988361688710033,0.010729915769341222,-0.08243036106360303,0.048979384117193006,-0.044120944946200294,-0.1411126730251826,0.008568119039134698,0.2214527877804196,0.09465016517916566,-0.052609157346023346,0.004146944325462236,-1.0,-0.01894241679254923,-0.10296864130647423,-0.06344642872900451,-0.12277606699703125,-0.012130234321563458,-0.2297874110322129,-0.11378394613950747,0.06394180425585487,-0.10128349262089678,0.27736798945371577,0.05146186763956755,0.013104500422267113,-0.1382315236181968,-0.1134596235393861,-0.08192739241231249,-0.20219423655720237,-0.07533063607094306,-0.05458032140381032,-0.08869339690217395,-0.082916096480731,-0.3023282455116877,0.0703608691659864,-0.14036102266951406,0.1187076377234694,0.08448854643389384,0.03381122521637459,0.2293051120271945,-0.09062949197144987,0.12399345908377299,0.08463471278463706,-0.15901879018542592,-0.22158885129606024,-0.09625827607768965,-0.062045487185723246,-0.10573470353203507,-0.09961661866523529,0.11033544778983602,-0.00881319700978094,0.009968991483777565,0.1378734490899761,0.12021419103842954,0.08116184410132955,0.089022083185514,0.07887813319278873,-0.000759610400072605,-0.171820785108256,-0.05124302183762171,-0.16741435398433804,-0.15018925320762383,-0.08660413381500408,0.2919894746599802,0.05220741068416375
ILF2,0.025440265324063047,-0.006172856421872971,-0.10588689770978382,0.047392772866690414,0.06744472445944977,0.026306101590840198,-0.0265409798287174,-0.04732755678736163,0.07232385497479714,0.14596558163035595,0.0787190491502967,-0.04703487628847489,0.08125977269940549,-0.023689213979184547,0.024889810520030455,0.025606232396021313,0.017938596355288605,0.10433397106518243,0.20382019815493027,0.04987829347346088,-0.05192843074571535,0.1410346218242265,0.17815719193320445,-0.01687631757691007,-0.06799586390779296,-0.011819556393368928,-0.032079329879156925,-1.0,0.10503092842520645,0.03924993217082511,-0.06655779509149466,-0.0029099323259892547,-0.08082774313483497,-0.03886048502085434,0.08302659915662121,0.021018445846078683,-0.0758975405976292,0.015037078968634288,0.008511701592932224,0.0730047102447488,0.11346957071349185,0.010599151035003862,-0.10562032498279575,0.03746013323926525,-0.016621021441097072,0.02319120318123252,0.09159418284324106,0.041983635518434675,-0.011078363622190284,-0.11395558694826056,0.1481944099141701,0.13901176084514516,0.01924997488539978,0.18353469282259657,0.13113560323049275,-0.04015107659774467,-0.024913124252932333,0.03339922121504938,-0.0909282550392243,0.03145848964751281,-0.11159031078255129,-0.05889636695766676,-0.10324178385485532,0.0018030459094935084,0.009697355623672434,0.003645849413693384,-0.030779819632412136,0.02812595868148432,0.10402146786160428,-0.011937942549987831,0.00856771130277372,0.02727570013893503,-0.025897703198172653,0.018146177867878862,0.05058740394147775,0.12832933966019566,0.026763757998865188,0.19721181539552857,0.005254596547202515
