,A1CF,BOLL,CELF1,CNOT4,CPEB1,DAZ3,DAZAP1,EIF4G2,ELAVL4,ESRP1,EWSR1,FUBP1,FUBP3,FUS,HNRNPA0,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPCL1,HNRNPD,HNRNPDL,HNRNPF,HNRNPH2,HNRNPK,HNRNPL,IGF2BP1,IGF2BP2,ILF2,KHDRBS2,KHDRBS3,KHSRP,MBNL1,MSI1,NOVA1,NUPL2,PABPN1L,PCBP1,PCBP2,PCBP4,PRR3,PTBP3,PUF60,PUM1,RALY,RBFOX2,RBFOX3,RBM15B,RBM22,RBM23,RBM24,RBM25,RBM4,RBM41,RBM45,RBM47,RBM4B,RBM6,RBMS2,RBMS3,RC3H1,SF1,SFPQ,SNRPA,SRSF10,SRSF11,SRSF2,SRSF4,SRSF5,SRSF8,SRSF9,TAF15,TARDBP,TIA1,TRA2A,TRNAU1AP,UNK,ZCRB1,ZFP36,ZNF326
KHDRBS2,-0.03216490403120487,-0.10097463260496245,-0.06691747569116341,0.012859068518449276,-0.006749110050001296,-0.011734812814345177,-0.11049322586576295,0.04265991879130019,0.10772920823429252,-0.01391152368641266,0.10212549406224672,-0.051342499223725864,0.07036004509581095,0.0827067383857849,-0.02437450206701589,0.038605917619573334,-0.011453216557962418,0.06901354750991485,0.09617008607944838,-0.037876485635459756,-0.04211660880773659,-0.07317189931620115,0.049963771618061564,0.01050915334637647,-0.03333650920092236,-0.008983166779158091,-0.12141083379752035,0.033360835781503055,-1.0,0.07330233909628536,-0.15789345638551905,0.057752243570027215,-0.08559387441593075,-0.0025738678739442647,0.032307046919678326,0.013077567199944778,0.1379257726344074,0.08311000612009274,-0.028373370506665985,0.12657405290187615,-0.09547069603266782,-0.05020495897713342,-0.08330865112295321,0.020134448242709355,-0.05761933162683393,0.03084126473275385,0.11554142805540174,-0.03595797183141114,0.016442782364764364,-0.039137486186569974,0.09528924622846507,0.08531642747403431,-0.03267987388159252,0.027682434090171074,0.06956837212474817,0.011737234900375813,0.09007081618189142,-0.008941559173089215,-0.15141167998603544,-0.031676476296139594,-0.09108684842800474,-0.017478737542000355,-0.06381926568353963,-0.019905390830685588,0.039148439789555456,0.0051251036681293095,0.10456628066297922,0.05169346825242007,0.07622353487067915,0.04100895367208389,0.10864704967061446,0.0541270490959485,-0.049195703888433334,-0.0499265425336443,0.0041875365927687876,-0.052249353540215177,-0.03699876670315719,0.23593304600925236,0.04014629522733232
KHDRBS3,0.13189222231415368,-0.03941309326044447,0.08411469765417197,-0.1360886692598043,-0.032516177896647264,0.1113611403876102,0.13410922837356148,-0.16304111501689267,0.10381406943121663,-0.07160276468738047,-0.18706310289841616,0.114643264140793,0.059379255349013386,-0.08809099962105278,0.1453158278759024,0.0788927225662916,0.03188867793344464,-0.11501936683443206,0.020786934829026334,0.22489839669101236,-0.022002637953654935,0.003225789404073844,0.0032172718591768302,-0.08822007201828143,0.001503579898541637,-0.06981892368146532,0.16820107447004604,-0.0073652880034705374,0.057424693046899705,-1.0,-0.018171002741384,-0.024712316742566076,0.29271237597871147,0.14265995719941252,0.05352392712196207,-0.057536944735493846,-0.18128935977449465,-0.13303466912313766,-0.06915270891788966,0.05976466030672251,0.12247074179430571,0.03963807674201797,0.07620458892746501,-0.012787788816160179,0.08080867525159721,0.029916643417890697,0.23255303685483045,-0.011916263305163231,0.0033254281027026633,0.1087013171527841,-0.01482295153966557,-0.10771699621829514,-0.12532732967652324,-0.13098769790511294,0.15348124918224182,-0.18522683863213038,0.0032552547087754944,0.2607474163389252,0.07858567928371996,0.1475216235406128,0.07781621834539644,-0.06288199806742066,-0.011384216854576253,0.0020340734061898083,0.05397761062982831,0.012640714238900128,-0.028779395074113433,-0.0808990223587827,0.11314706297453112,-0.09176564716216204,-0.019564831261981257,0.046355418842487346,0.07567263839870501,0.07636260764504404,0.09208284686350338,0.09999848203898339,-0.025232198609815872,0.41721062445761786,-0.04487958767073091
KHSRP,0.1505249396148016,0.08864179727510348,0.10040688338739545,-0.07249392083146934,-0.026401024953966654,0.1909579281661749,0.11383014282162093,-0.10973814050186396,0.010149178488741582,-0.10109177952036996,0.047124929504427725,0.12959387539364736,0.04454739152721099,-0.06149372822565174,0.09599088509938793,0.03242627681092367,0.004818710753141699,-0.10928519811412336,-0.08370844037740253,0.18624597145963367,0.14390375846486134,-0.058647221830539026,-0.057176188192312245,-0.08764477082465778,0.03662550822224997,0.061389520701735936,0.0587628859545989,0.02384123998461859,0.13086659582118512,0.15823846892711954,-1.0,-0.1283165747830863,0.1613895343407268,-0.054107405192795256,0.14475620570779874,-0.09318475129037647,-0.025959499297185225,-0.085957821805269,-0.038951086364149436,0.0916546242618196,0.19811795038581276,0.004514232564690738,0.05609606901841493,-0.06220601693929581,0.043616340857999356,0.07099944288914449,0.15166898661252698,-0.11916763465350266,0.06937100428440517,0.017351818263634418,-0.037396404852847266,-0.03639967471852557,-0.025098915741804836,0.05348334540726857,0.12324994986658391,-0.12265376334168085,-0.03470654876658548,0.15663867601476697,0.07068437926567454,0.19388143369909963,0.030935254810528685,-0.11523999075201516,-0.11580931554325731,-0.09516533514563463,-0.03472492512665614,0.03234041276367634,-0.10272806541788748,-0.1328003668809472,0.08416446353076433,-0.04152919890501247,-0.03430586672730021,0.004907502433781744,0.02450713442795403,0.05799638742997405,-0.0065441024569430056,0.23175282931070662,0.02120840947336504,0.06679084908342336,-0.018164183644317666
MBNL1,0.2280279541607322,0.10544011790285462,0.1364056937019453,-0.041717857255725535,0.05731073340750088,0.2642128535159462,0.2736660907208142,-0.1188791947502024,-0.010068749503823582,-0.0641955490609727,-0.04980645684258103,0.06730548479932116,0.030468850374673853,-0.05176199479437761,0.03244596508711349,0.03247849693451677,-0.07205075740595407,0.031697786566793035,0.1323144200364247,0.10972147268670493,0.06144361261300061,-0.06298002151039776,-0.06982639648253258,-0.1693917225688564,0.2374571646468985,-0.036586995655306424,0.1753598423664186,-0.02265750976327957,0.1442367340804762,0.02289279633222403,-0.0670768149333982,-1.0,0.3083335869752821,0.05759059717410541,0.16626809850996252,-0.001073235105862516,-0.08559697915819783,-0.0746695342015586,0.0014807493153944204,0.09364710031866272,0.13236581508101838,-0.10465774191384841,-0.009852288167023063,-0.006076010699360767,0.023430695571728152,-0.05252598313698943,0.04531308294189087,-0.04859952776513147,-0.028675100021109477,0.15024180781225008,-0.03304240943023352,-0.1625545931901433,-0.1464206826335212,-0.0661277220748857,0.2431096189747483,-0.04823270771392791,-0.14334153439680333,0.10392704197916847,0.2617962139995206,0.24272301448966135,-0.014954669598915652,-0.09195695387416508,0.02107827022617243,0.028113879215656213,2.9049776635616397e-06,-0.02992968907759472,0.011725175696091723,0.09556447638128583,0.04386194514613857,-0.06835355241375027,-0.05745532618901198,0.041038661997614134,-0.020277996686478676,0.04461215878780368,-0.03441991729885711,0.11051592089445862,0.09371194721005492,0.09104679431147422,-0.11817110707469
MSI1,0.09402255408253679,-8.47840745730285e-06,0.05206784704182238,-0.08007592543175429,0.05814802931995542,0.16568125452548757,0.14042814116026692,-0.08518961476439835,0.09465602094013813,-0.048846681614060555,-0.021947763500031383,0.06958117179913283,0.0735041150614092,-0.08083412864298364,0.045065299232033305,0.03779007822504161,-0.05040194475719367,0.0340762652885026,0.07914717100787953,0.07732356510324051,0.00452378851430365,-0.010692314545036821,0.07320470580982377,-0.11681770162938208,0.02381044090338021,0.005338956304541864,0.0591723932052994,-0.04063122127261689,0.06742094146013734,0.1792665113283212,-0.07640542818335248,-0.03197789250431452,-1.0,0.02320704874413985,0.14305517044425328,0.07225677401920716,-0.21791791739362526,0.07570363943428339,0.03695111231168693,0.01408848094762108,0.06296695776508655,0.011668896204755173,-0.052557132126183695,0.05388895784565603,0.08534827657497941,0.03557894096557925,0.05797706303607963,-0.4112046518439305,0.01153271792448936,0.12225909714890171,-0.006745957827780353,-0.0818836035220473,-0.016418978237500433,0.07763310917456062,0.15933814849145933,-0.15707661445701004,-0.06400515140859313,0.08318395566315111,0.1016131344694067,0.0003804071902521913,0.019461899388036975,-0.06842040656210506,0.002784993265113343,0.017278076054348633,0.043381764554452196,0.007040154468703753,-0.00039414770747464096,0.05930000941421716,0.10197792119650091,-0.12669539253053733,0.02503654591951737,0.02083006903063774,0.045636319992351924,0.06885259058996963,0.06061967578458778,0.3810879255385958,-0.04025600822438469,0.2522238224636829,-0.06796449978181988
NOVA1,-0.15475522212393317,-0.0864461256811075,-0.10696366945588073,0.24064228819294198,-0.10984131216847427,0.004084814409939807,-0.17144626943633134,0.004434516224152956,-0.013659653069920726,-0.00321514767218823,0.24974333735028809,-0.052684280181149755,-0.03688915337102485,0.1162651038191768,-0.0881424494479716,0.07863433128101252,0.02213919470886048,-0.09144500666524417,0.05316781268612375,-0.10628924045646002,-0.15107237850773808,0.021297237076812102,0.18607788637550762,0.05435203582854584,0.00735380160800725,0.0029089198916220685,-0.05251247276900539,-0.030905004393664032,-0.12526355284938348,-0.05093223867726531,-0.08001301325491098,-0.08373882706682059,-0.15910632068861771,-1.0,-0.014132793093081065,-0.12601979396840657,0.2544147960153907,0.11462808378331867,0.03578610686008974,-0.09430112163499765,-0.011926621936117064,-0.09460766995562668,-0.19947836331782273,-0.06607116030936179,0.04742360280277592,-0.04078824686300932,-0.010679084673611262,-0.14355755622729027,0.010728320703459797,-0.07494570283419826,0.1408907312959116,0.06693550364284549,0.0018998343601689678,0.14848137867538258,-0.1729813779238902,0.09731671158967951,0.0716779490219297,-0.19559772021599223,-0.1641585050057327,-0.13208427915202745,-0.25784735399587844,-0.07997227142963285,-0.0317479883870373,0.13218903231331083,0.01170656508146939,-0.015566620129719329,0.10496900509552382,0.1589675501606799,0.08190300117019343,0.1265129315370986,0.012512651522619909,-0.0034237835358459315,-0.10404538021371625,-0.05937400848068122,-0.04325343912023596,-0.22612549415391298,-0.09539422171122235,0.06569493355583012,0.06876434027753837
NUPL2,0.025237773328301565,0.03264330557639486,0.12380423000825533,-0.0110639097156857,0.04669389468625375,0.06811387718255339,-0.0059636634019021835,-0.03238789464567338,0.11606786445573768,-0.02804899451003309,0.09353004327874041,0.05987730582493361,0.05705862084663763,0.02143105193607481,0.033868572446931706,0.08949582644845912,-0.0071011353779504936,0.06829258756917614,0.07430150702650658,0.21640313846468265,0.01831604965089035,-0.056718565926054516,0.06079214375740565,-0.04105258401840369,0.00731385291230867,-0.03132770548496301,0.09571588221053443,0.00012900748534848167,-0.016657291317760083,0.10679516417137493,-0.02001909982064371,-0.10322383180068143,0.06693740102633805,-0.05698912700450644,-1.0,-0.014358151320414481,0.08965506524864637,-0.023569162813489978,-0.04035808454936985,0.10573708879719967,0.08629637189720575,-0.016539899132313237,0.049998307524810985,0.04894691809563574,0.05028481865816472,0.005570911575334343,0.18910758069061345,-0.05507659199687471,0.05781665802686449,0.03305754797362474,-0.005410737092808052,-0.07373940748606035,-0.05280680864573882,0.01702972025733504,0.14750322727397105,-0.04587120210199859,-0.006814901314903844,0.0012746243428720223,-0.009646013628560497,0.06105999896769242,-0.09632543259088697,-0.06742307394895529,-0.1201777754962095,0.07294379529701742,0.05935043088879756,0.03736337550786698,0.002946593166049934,-0.05765319135329194,0.08071340850657444,0.04621778569759916,-0.03512364846077238,0.016717509889897786,0.05811670749952295,0.16066754318916013,0.04343127070574643,-0.05173304799332941,0.014466316243608295,0.2699315719350512,-0.030440514165880984
PABPN1L,0.26576216146564996,0.21852407450708766,0.2488292381231425,-0.22501785245241346,0.15576744690468808,0.2915455867879132,0.4691614352160746,-0.25809664137850363,0.11245357498657801,-0.13395458170282815,-0.13661586892750338,0.18209721454053682,0.32287746887257684,-0.14402715056907053,0.27487041282680064,-0.04763793451861985,-0.08118293738302373,0.10611085614939557,0.10775325600475529,0.23185111205288184,0.3638989954466265,-0.14577042810069304,-0.12788952867771292,-0.21813694949495516,0.18102214415138174,-0.024868083588004766,0.031609535217172115,-0.09153055131648975,0.35964522649417163,0.058155302415317515,-0.06719924918616145,-0.07806922277390893,0.5313752359861242,0.007200271578786214,0.25200487776645086,-1.0,-0.4012443994724785,-0.1949817120738748,-0.047443789715230854,0.1306665336906544,0.26319300216490243,0.0783570531773633,0.1414537150308423,0.10776743627490137,0.14443318028532254,0.023697896633710795,0.30541624457475897,0.04562390901557486,-0.009077731547367816,0.2552299815762548,-0.18226163546640514,-0.25521620686160573,-0.1533233151221854,-0.022802334767695543,0.4255942915076011,-0.201046731452659,-0.19955974220936795,0.28757715472463885,0.30319244344009955,0.3202666085302582,0.16550175134455167,-0.031478053967396856,-0.003057058606839355,-0.1183336238837819,-0.019147710398766303,0.029700704014017924,-0.09130520132986075,-0.002172525576341338,0.01472509118496055,-0.19493752176227,-0.06981909981295421,-0.04671868615057273,0.1438392288389618,0.11890209030230094,0.16925373632578714,0.4347645625951354,0.14975224892512778,0.10382188380601261,-0.1699769788917918
PCBP1,0.33247558637854147,0.0356061990536441,0.16307996216929269,-0.13147345122210427,0.07857440975966552,0.25471080350104225,0.3366291576709736,-0.1620361409671439,0.2700946079385467,-0.1269580421330315,-0.028930486575112036,0.07685413788618006,0.18540620747223763,-0.05940386295381847,0.19044832197951075,-0.015130050434943434,-0.08045637289149517,0.05408324641498283,0.23078795963404095,0.28832411624801024,0.20562178539894846,-0.12426802939278851,-0.07647575467988343,-0.09958243164073163,0.11626506416637757,-0.08121898693638803,0.34771091953628797,-0.07639410396489206,0.25479708486178443,0.0830396012164866,-0.029051500263015107,-0.0578585461571982,0.33225472128259775,-0.015171185689277887,0.10799468572701885,0.19133320959695663,-1.0,-0.18285948673212343,-0.05212053795047241,0.11206383231000716,0.09243488986522216,0.02846079422235591,0.07804644196563403,0.17663285291214847,0.1183679775887775,0.12299316657442239,0.260025437006715,-0.1653935543133258,-0.032031410574607073,0.13480915744781052,-0.12961715120599054,-0.20828545639415633,-0.127960527713852,-0.02672035465676186,0.22513840776741187,-0.1336430119502384,-0.08121913891712995,0.1796044505551053,0.29096774190521024,0.3403812096968469,0.14527291051723293,-0.09176577939555307,0.031011961632524662,-0.07630578402384741,-0.13460367153886982,-0.048012467865427975,-0.07942152782016837,-0.11840256037743524,0.017353325323187417,-0.1232347496471062,-0.08068962784798342,-0.03566219825543771,0.15920077313381914,0.056752757605292414,0.19904123150215233,0.17339452628266264,0.12104107191475508,0.21358873739499132,-0.08930230442504014
PCBP2,0.0731271739841796,-0.0005640698123248187,0.05115499361525097,-0.04120463915428304,0.16019289797097952,0.14278042629233642,0.12832861451788904,-0.11566126888699785,0.05757788369392577,-0.04480189603678759,-0.04682673159883514,0.05653030718639326,0.23563898375517667,-0.046824659907388155,0.06249347059113524,-0.016763314540352,0.012988687526973812,0.03546867707399947,0.06340429338099629,0.08559674776795845,0.05290235064221132,-0.09191121373752341,0.0038952155804847332,-0.11762103236381954,0.17972710530299016,0.09692338444415186,0.17846681123521446,0.029092268986456043,0.22137558186843093,0.03352006146602993,-0.07963442261571868,-0.03943575406917954,0.13177108089496606,0.004765471403995063,0.20480639332219458,0.0598629993811917,-0.16994474963638992,-1.0,0.01599235040348355,0.16292983186179474,0.18601955209982182,-0.03703132103785066,0.059843036825987454,0.07752326152937242,-0.07643517444334084,0.012395069020968713,0.12820198160362634,-0.11105976526214371,0.003390598350395166,0.022921409872276564,-0.028736397299736573,-0.08339531416362944,-0.12003403661481613,0.11307156213548787,0.2842940997898085,-0.04094625469458737,-0.03599760309802527,0.18137244626789975,0.11395464214665761,0.19672731900574128,0.10295124967481095,-0.07702997917656915,-0.060494846405434975,-0.04204789968762002,-0.04666344351253454,-0.023150345724897797,-0.024220100682677357,0.05834534988282991,0.04515955398379641,-0.0933204526733036,0.060137904095682995,-0.03285619516291568,0.037137151935585165,0.08087308307991536,0.05252738473995723,0.23516775637860113,0.004688984558079382,0.11846133810936944,-0.061704416729810564
PCBP4,-0.0038434352850495097,-0.10515149156880264,-0.0008677296911540358,-0.006024766999353647,-0.04544146977129797,0.02038631966624399,-0.08202021840936914,-0.07804209485159803,0.01852446742575708,-0.0025563622705288306,0.14421291776849401,-0.04401742139010636,-0.05159252572252576,0.014285222338336527,-0.025326864977905927,0.07946632648163587,0.11647856202493377,-0.050190576975347574,0.09333262619792522,0.04218035221645593,-0.08719284176983562,0.055090196361169776,0.1259949824951383,-0.0031761045774252447,-0.016254097382342493,0.1670330400554325,-0.020381790297156196,0.04386690815408485,-0.0682063413889462,-0.025894853982691462,-0.08337082293248442,-0.16767385583337005,-0.028303004883418848,0.002742945686925755,0.03667963992151972,-0.03738377751172458,0.1265175490179972,0.06845901087938981,-1.0,-0.036236465878030095,0.05304059524317669,-0.041300454126947606,-0.07509450741631085,0.013969767746385848,0.06833314293547176,0.016049573910358956,0.037702369926403946,-0.1362834279921468,0.03415551271166348,0.004406144257163775,0.11728611704080226,0.03161158836054468,-0.037677219328297845,-0.004605568625706926,-0.07546232408849352,-0.05136036203861299,0.025633496156005103,-0.04109917196546377,-0.02473598027945857,0.04773072366781608,-0.08512012102749968,-0.08172974090853502,-0.027862774068242148,0.0788547119641619,0.007364026230869235,-0.009172799289322884,0.02760751852869734,0.024597386535494398,0.10995224708701146,0.06931485152481,0.03380466571245801,0.0736583678313218,-0.05536007392696657,-0.0018940176563526216,-0.04550382916748142,-0.09717169116582876,-0.02796094152799846,0.08594266879957038,-0.040464753759362905
PRR3,0.19978414335225608,0.14724852899918597,0.1857993728174724,-0.16320422378155483,0.02028798416975953,0.3154774143431583,0.323189345836946,-0.12986323704195615,0.1372953038861237,-0.1320248153454668,-0.01912438447196606,0.21556545337323593,0.10161803824947904,-0.10855936946790494,0.07437265168625273,-0.023635413560242118,-0.08163420500642,-0.05066648001770801,0.1075023633264715,0.027264040651847753,0.02345241700109399,-0.08795412743210866,-0.08168001099956124,-0.18862274721899047,0.07607984724432135,0.0383198847240502,0.11584578697090152,-0.01736638520962141,0.2596174427209074,-0.06050848396341373,-0.016029748784109493,-0.16303978570758537,0.15329214148528206,0.1285506998767314,0.17042344694441322,-0.000745195033338934,-0.32918189702777284,-0.10224164860060096,0.05693027276886499,-1.0,0.2021634643105494,-0.06052522567854184,0.025144745654812676,0.07021402805126098,0.06752278086896796,0.08629310010259944,0.12793606899072132,-0.4534567489387385,0.09281574910955918,0.14216254923209107,-0.09571423909254323,-0.20310538106178397,-0.16518885811688971,-0.027677456863550783,0.21294802650589725,-0.28724080680902425,-0.1489515444981117,0.12134465935254225,0.25678691124647685,0.280631960361493,0.27081913571036137,-0.054771203904545276,-0.05412838410272402,-0.034736749583295166,0.03220328473686907,0.07486232518010681,-0.075579066472881,0.1076142621506519,0.12657155222581865,-0.16199274107831022,0.02774414791532791,0.05521623669614386,-0.01718125299094562,0.1246029695117379,0.023644021202923412,0.4596618564257097,0.01577401589877128,0.0965826554642438,-0.10565148200254357
PTBP3,0.15461235537390722,-0.021294952894174022,0.21386287450274355,-0.16178897083206484,0.0934325139017784,0.08626515462016016,0.03704193913296435,-0.09474248887441852,0.13548990858445942,-0.06560674645222227,0.0350587460975749,0.1437279317811806,0.1415544107031393,-0.06900140732145632,0.14468361022997392,0.022261045802314,-0.03564043563210212,0.12082013060888667,0.40261423119535067,0.19817252183050418,-0.06562479115835088,-0.027731203085676438,0.04423217892753875,-0.08896373071837659,0.14587664016891075,0.09226273309131669,0.24451645718123566,-0.0792538637723532,0.03196856940994417,0.22083930490075673,-0.0798701735468755,-0.12968024500959593,0.13774449218564927,0.12622867971439616,0.20995189006848103,0.19621279458387714,-0.08470762070404847,-0.03992897527398104,-0.0540701908696329,-0.014751081262377957,-1.0,0.06938071981105091,0.09339365689159992,0.2662800447013951,0.06311408123774824,0.03876658369768483,0.17211981767279938,0.05637185149507395,0.007445543184959799,0.22230242391785096,-0.042161614844397316,-0.1055549243580981,-0.11324536125103123,-0.016804615215950298,0.20208714255546978,-0.10385393671044574,-0.06224774312580191,0.06186423841289816,0.18842859470960097,0.14261371206345397,-0.06883182654153168,-0.004987452231538711,0.07387712325672857,0.018949715067942848,-0.022127976991405993,-0.03256897810101549,-0.0039313571324267734,-0.08550693086675551,0.09267600551951073,-0.1168677109832475,0.09209884396684541,0.020267181694390554,0.12571355183895327,0.06172023408461839,0.09320356844834915,0.058264871652737256,-0.03852430666912501,0.32692123627853714,-0.02405822871618329
PUF60,0.07228249405954726,-0.017088785412191543,-0.020877754371853366,-0.02325128162645909,0.07677837270983597,-0.05504545656324076,-0.04549185372513691,-0.037350447237979964,0.1451816101102817,-0.1009392701595631,0.0582387323272385,0.0135321256516404,0.05453089573720564,0.012571542692375405,0.06543521829850457,-0.03429899060088519,-0.06387293730072413,0.14608508484181473,0.2977592194111383,0.029787681768959882,0.030779261528601335,-0.0578915455926198,0.07069549485921012,-0.03164994287971469,-0.05191844785466835,-0.0614494717303352,0.07812111275921137,-0.04477517191927862,-0.014270753127031887,0.18549062581198908,-0.10086435073334302,-0.09623262156636271,-0.053723564007074086,-0.035611748823948845,0.12486365951065664,0.03631014056135491,-0.007654376269400152,-0.011708267087387555,-0.0865490653294691,0.022334402616995083,-0.04326724926180546,-1.0,-0.017533252793276746,0.11674347779636253,-0.016106805565997803,0.057955082818663496,0.16334338001704912,-5.131361516095861e-05,-0.0007360117446657397,0.0010391108417106417,0.02104713659554533,-0.007055403405481781,-0.0935888030773803,0.12881721974541288,0.17757929275327078,-0.004161993652346372,0.07902323854778408,0.0011344068757930537,-0.029141241950983637,0.03940185981105625,-0.08254430633294844,-0.039925793299395836,-0.08441507623823054,-0.013373681409930902,-0.05999657287554482,0.02564483336745509,0.07249436153663313,-0.07624967590943446,0.08096166787389877,-0.004613432073238984,0.07440893452630039,0.022087218317452216,0.013776525694780923,0.03588236651285727,0.15853324104365807,-0.01588791372606978,-0.06179778339375216,0.34144965019601653,0.045918153654957966
PUM1,0.04022133203455902,-0.11017958710111626,-0.015383726124429837,0.033943619938490856,-0.07742854930809402,-0.07108436542032386,-0.038573863765032544,-0.05623521380369315,-0.04944404681746606,-0.014562301197890521,-0.010003253203044458,0.00603360318509735,0.03402725777270882,-0.005854529217563116,0.1229193691107775,0.031196228493911786,-0.0005670246786454591,-0.05190401726058202,0.059671159250914714,0.06559969856052118,-0.11724591306475217,0.02697433196886593,0.07952231006418005,-0.012539930107979982,0.034956226623994224,0.08925511433574312,-0.0994062397097405,-0.024120947423221042,-0.11477015662877957,0.1607252885921272,-0.139201501736183,-0.17117876410335967,0.07589853991577379,0.04693742580722482,0.08130189837464812,-0.07797191190601395,0.008869522938023986,0.13895712704368957,0.07465599397033114,-0.06682205621866401,0.010029983205591914,-0.07541941453800127,-1.0,0.08390470962461134,0.06021248189554841,0.10955889998804397,0.1109332747591253,-0.2309014620854644,0.07197856333520243,-0.04332001596145385,0.10980143232444102,-0.01510781717717927,-0.07539738484741229,0.06656200615205572,0.09320809055091657,-0.11543823483328197,0.04786776427617367,0.07119064684581757,-0.01808756736719617,0.08061652397127717,0.027355337348515963,-0.008184130451241346,-0.11514256077747105,0.014468339426102142,-0.029062651808274283,0.02618481576841723,0.07306629421071949,-0.057131666928683,0.06507774955476445,0.0025491394240952404,0.07290051302606332,0.02966663195334705,-0.03858239157998902,-0.016078887317744376,0.05083289215177246,-0.07672819096589227,-0.07136281124236409,0.3612333896276029,-0.005235046847172313
RALY,0.20725021069203825,0.22297191024377014,0.16563169671546438,-0.09532876480489305,-0.027924477998034727,0.13462960240966867,0.2935196082935562,-0.11349304192531641,0.10331787314884369,-0.10129399720641312,0.008897077520536735,0.0935728527917411,0.06045064882383523,0.004107887662236724,0.11078340934229082,-0.036408292506604586,-0.08993561891564883,0.11159540220848821,0.1875511575202743,0.2980442367775332,0.12591463066851627,-0.20072573199790333,-0.02855848179715207,-0.08528653400369067,0.04673703674208603,-0.047762222066556455,0.15058117703912224,-0.021978950857892438,0.07561150972553775,0.10038224806188899,-0.06033220852006902,-0.07948739566715063,0.33202428929446914,-0.039212832286223034,0.15057313011554477,0.07061714818429284,0.09890145630514778,-0.10549021671487907,-0.07806357055659834,0.0663614057214341,0.2009425868799576,0.00492787668667025,0.07012706123615395,-1.0,0.07476714561929787,-0.035413622944687105,0.29931055573735416,0.10197186010579368,0.0002645481071831282,0.2299066298916667,-0.10168234887067078,-0.20617360484564398,-0.1274373310108149,-0.08776188197026395,0.19280472706819174,0.04375369272921889,-0.046038142085942306,0.13922239562123145,0.2063075682295268,0.216456330764997,0.11165741231927145,-0.035423231293299356,-0.06646920031720299,-0.08118670727417461,-0.05847779527456441,-0.02308419638602131,-0.04112192844251415,-0.11641711859095122,0.034053936437516565,-0.05655147695185422,0.0008133854277946036,-0.006119657732248763,0.12602163316143372,0.0024327440578804306,0.08429944784245169,-0.05056443122952699,0.11078369413482515,0.237708306091401,-0.07647422345808241
RBFOX2,0.08955520333594348,-0.0013230949074892401,0.1027890356494519,-0.05402663541090662,-0.054438423944432525,0.04084363569177247,0.08293185982727279,-0.06257780831016868,-4.1575775317153775e-05,0.01436909754165019,0.043853872685282964,0.07048579691109694,0.008654385060665208,-0.0456394215627394,0.03667442463996586,0.06752913327667863,0.0040929638032182756,-0.04183610754201464,0.08631047760333181,0.02937925517723022,0.03018748610514412,-0.02320452116603145,0.01666237559786357,-0.05509875072018582,0.2032064419794012,0.16756275632700118,0.2473425192810232,0.003843932480336523,0.08606150848155732,0.04999142152394381,-0.035445287601438974,-0.1417895073538231,0.13851021301213842,0.011786360450052965,0.09091773091107139,0.0016270751981069167,-0.01889578943781545,-0.04123574206861636,-0.0698687174720966,0.07835234621989177,0.09676898999556702,-0.042896103103349174,-0.008913767728193652,-0.0017467092466108348,-1.0,-0.07693275076462396,0.06469995884850792,-0.27247241274072176,-0.010211520904778313,0.05119995011784492,-0.008334209673878339,-0.15296793765582517,-0.03993429146719365,-0.04946183480552143,0.028794495998306767,-0.17917517782757303,-0.012459563109853676,0.03889053003431931,0.08212622945619541,0.2023596129051876,0.13346364678393538,-0.06336904208000285,0.013912152023808851,-0.020156128577320326,0.04996588972223681,0.011973521808015773,0.013920814387316637,-0.01824312229876265,0.07444435036859497,-0.06048114833538187,0.03915663424970938,0.01741854519455392,-0.04693789885885981,0.03597188893567028,-0.09072783746877136,-0.08317328338781016,0.033258479354210266,0.1656674416761032,-0.018482752084796272
RBFOX3,0.15141715466095218,0.058378340191816765,0.10631909487360242,-0.04131365609033331,0.04709015039667591,0.17914626098151978,0.037931808699160505,-0.09909083343699193,0.09172680120921348,-0.0770898239137467,-0.03985428657714633,-0.01960175490773873,0.16477606787312554,-0.10615346441045873,0.050288819126554425,0.0868410651125905,-0.05498457860160856,0.0454562611084443,0.1027884972655236,0.1612003934538948,0.08450986542511378,-0.09913327802101253,0.07121332009092385,-0.06398812857139306,0.31768864937062274,0.054587398738050186,0.02910554073451849,0.04863801962572395,0.16603363726979484,0.08451747083872285,0.024841932688814995,-0.1512430763800927,0.10109790043426523,0.05347080475543629,0.09118568316413567,-0.021991114622590065,-0.16691102084150133,-0.10075825749545518,-0.07962461307067192,0.032562410052375965,0.23848868111159363,0.021050913806325722,0.060161568296967435,-0.01163566649027058,0.02615217591052696,-1.0,0.2134090850654154,-0.27120428008890773,-0.013746962684660425,0.06343953033711482,-0.062063101637553734,-0.1443245676235043,-0.039025672850334175,0.03867043409991812,0.20198265224592385,-0.06088393510710108,-0.10432478607266396,0.1098743749794086,0.0769823008208563,0.18984522531639453,0.1134190987094865,-0.06881775929562606,-0.004347189709015884,-0.016202551065816632,-0.020890475303132143,-0.03205906101041909,-0.09891379333531333,-0.04208356263864547,0.027244548228654394,-0.06786467039964045,0.008020661776486582,0.07717065841238456,0.06554003467590318,0.030509282836431728,-0.019680012636411042,0.18917715095961388,0.1257940487184811,0.1846258095640017,-0.09719989587781462
